Update,NOT,NAND,AND,EPS,OR,ANDN,NOR,XOR,EQU
# Reaction counts - Low resource environment
# Brian Connelly - 2011/12/15

63700.0,174.0,3.0,36.0,17.0,2646.0,671.0,4425.0,0.0,0.0
63800.0,218.0,3.0,38.0,25.0,2640.0,616.0,4345.0,0.0,0.0
63900.0,226.0,7.0,48.0,22.0,2664.0,743.0,4513.0,0.0,0.0
64000.0,193.0,4.0,55.0,22.0,2649.0,893.0,4732.0,0.0,0.0
64100.0,170.0,0.0,43.0,19.0,2549.0,958.0,4583.0,0.0,0.0
64200.0,206.0,3.0,58.0,13.0,2521.0,973.0,4660.0,0.0,0.0
64300.0,198.0,7.0,38.0,12.0,2789.0,756.0,4657.0,0.0,0.0
64400.0,211.0,9.0,39.0,30.0,2609.0,764.0,4489.0,0.0,0.0
64500.0,185.0,6.0,42.0,23.0,2624.0,831.0,4619.0,0.0,0.0
64600.0,192.0,11.0,27.0,25.0,2746.0,825.0,4679.0,0.0,0.0
64700.0,221.0,6.0,26.0,19.0,2720.0,844.0,4686.0,0.0,0.0
64800.0,203.0,2.0,50.0,25.0,2701.0,798.0,4519.0,0.0,0.0
64900.0,234.0,6.0,28.0,18.0,2533.0,769.0,4323.0,0.0,0.0
65000.0,195.0,1.0,21.0,20.0,2646.0,669.0,4495.0,0.0,0.0
65100.0,189.0,8.0,40.0,34.0,2701.0,658.0,4506.0,0.0,0.0
65200.0,179.0,5.0,30.0,28.0,2831.0,609.0,4502.0,0.0,0.0
65300.0,194.0,2.0,36.0,20.0,2776.0,710.0,4627.0,0.0,0.0
65400.0,183.0,6.0,36.0,26.0,2686.0,773.0,4578.0,0.0,0.0
65500.0,178.0,3.0,37.0,21.0,2669.0,614.0,4442.0,0.0,0.0
65600.0,188.0,6.0,37.0,26.0,2770.0,689.0,4568.0,0.0,0.0
65700.0,175.0,6.0,34.0,33.0,2574.0,775.0,4470.0,0.0,0.0
65800.0,217.0,3.0,43.0,29.0,2460.0,781.0,4359.0,0.0,0.0
65900.0,196.0,5.0,42.0,21.0,2591.0,858.0,4555.0,0.0,0.0
66000.0,219.0,15.0,32.0,19.0,2641.0,886.0,4576.0,0.0,0.0
66100.0,190.0,6.0,35.0,28.0,2675.0,892.0,4626.0,0.0,0.0
66200.0,206.0,2.0,30.0,21.0,2701.0,654.0,4395.0,0.0,0.0
66300.0,179.0,4.0,32.0,16.0,2761.0,658.0,4486.0,0.0,0.0
66400.0,202.0,2.0,33.0,16.0,2485.0,864.0,4392.0,0.0,0.0
66500.0,208.0,2.0,46.0,21.0,2569.0,874.0,4535.0,0.0,0.0
66600.0,195.0,6.0,33.0,32.0,2484.0,876.0,4426.0,0.0,0.0
66700.0,167.0,8.0,37.0,27.0,2377.0,1028.0,4524.0,0.0,0.0
66800.0,197.0,3.0,40.0,19.0,2381.0,1045.0,4544.0,0.0,0.0
66900.0,194.0,3.0,35.0,31.0,2383.0,1066.0,4589.0,0.0,0.0
67000.0,187.0,5.0,33.0,21.0,2237.0,1099.0,4489.0,0.0,0.0
67100.0,196.0,2.0,45.0,29.0,2359.0,1004.0,4430.0,0.0,0.0
67200.0,225.0,2.0,36.0,26.0,2471.0,1041.0,4633.0,0.0,0.0
67300.0,208.0,3.0,57.0,26.0,2272.0,1275.0,4679.0,0.0,0.0
67400.0,184.0,9.0,38.0,16.0,2060.0,1204.0,4378.0,0.0,0.0
67500.0,199.0,3.0,26.0,32.0,1871.0,1315.0,4260.0,0.0,0.0
67600.0,200.0,6.0,33.0,25.0,1962.0,1246.0,4325.0,0.0,0.0
67700.0,202.0,3.0,61.0,26.0,1939.0,1329.0,4306.0,0.0,0.0
67800.0,205.0,8.0,58.0,22.0,1742.0,1382.0,4257.0,0.0,0.0
67900.0,201.0,5.0,41.0,41.0,1720.0,1482.0,4342.0,0.0,0.0
68000.0,207.0,8.0,30.0,32.0,1891.0,1312.0,4324.0,0.0,0.0
68100.0,201.0,6.0,32.0,20.0,1764.0,1422.0,4324.0,0.0,0.0
68200.0,204.0,5.0,50.0,24.0,1930.0,1303.0,4425.0,0.0,0.0
68300.0,194.0,3.0,37.0,20.0,1822.0,1361.0,4302.0,0.0,0.0
68400.0,214.0,7.0,45.0,33.0,2013.0,1278.0,4357.0,0.0,0.0
68500.0,199.0,3.0,32.0,33.0,1898.0,1345.0,4365.0,0.0,0.0
68600.0,155.0,14.0,39.0,25.0,2115.0,1305.0,4609.0,0.0,0.0
68700.0,182.0,5.0,35.0,26.0,1884.0,1296.0,4320.0,0.0,0.0
68800.0,199.0,12.0,51.0,29.0,1785.0,1263.0,4180.0,0.0,0.0
68900.0,195.0,6.0,69.0,37.0,1901.0,1277.0,4323.0,0.0,0.0
69000.0,173.0,3.0,75.0,25.0,2002.0,1286.0,4383.0,0.0,0.0
69100.0,200.0,2.0,40.0,31.0,1861.0,1380.0,4323.0,0.0,0.0
69200.0,171.0,5.0,44.0,25.0,1891.0,1304.0,4299.0,0.0,0.0
69300.0,180.0,2.0,46.0,33.0,1835.0,1374.0,4310.0,0.0,0.0
69400.0,181.0,5.0,48.0,30.0,1801.0,1292.0,4177.0,0.0,0.0
69500.0,194.0,3.0,50.0,19.0,1688.0,1416.0,4242.0,0.0,0.0
69600.0,201.0,5.0,63.0,30.0,1667.0,1519.0,4303.0,0.0,0.0
69700.0,192.0,5.0,45.0,25.0,1621.0,1399.0,4167.0,0.0,0.0
69800.0,172.0,8.0,71.0,34.0,1608.0,1484.0,4287.0,0.0,0.0
69900.0,175.0,1.0,59.0,26.0,1811.0,1382.0,4327.0,0.0,0.0
70000.0,185.0,3.0,57.0,21.0,1874.0,1298.0,4326.0,0.0,0.0
70100.0,171.0,7.0,54.0,23.0,1929.0,1243.0,4275.0,0.0,0.0
70200.0,181.0,3.0,46.0,39.0,1941.0,1323.0,4395.0,0.0,0.0
70300.0,198.0,1.0,48.0,32.0,1860.0,1327.0,4381.0,0.0,0.0
70400.0,207.0,7.0,60.0,30.0,1840.0,1207.0,4119.0,0.0,0.0
70500.0,184.0,4.0,37.0,38.0,1957.0,1332.0,4426.0,0.0,0.0
70600.0,222.0,1.0,46.0,32.0,2028.0,1280.0,4329.0,0.0,0.0
70700.0,211.0,1.0,36.0,25.0,2022.0,1223.0,4374.0,0.0,0.0
70800.0,179.0,2.0,50.0,21.0,2145.0,1223.0,4372.0,0.0,0.0
70900.0,213.0,0.0,43.0,32.0,1993.0,1312.0,4374.0,0.0,0.0
71000.0,180.0,3.0,32.0,18.0,1975.0,1278.0,4398.0,0.0,0.0
71100.0,173.0,7.0,51.0,25.0,2005.0,1483.0,4588.0,0.0,0.0
71200.0,185.0,7.0,58.0,38.0,1921.0,1422.0,4398.0,0.0,0.0
71300.0,162.0,11.0,55.0,22.0,2115.0,1351.0,4463.0,0.0,0.0
71400.0,159.0,6.0,42.0,41.0,1991.0,1381.0,4468.0,0.0,0.0
71500.0,212.0,6.0,47.0,25.0,1908.0,1309.0,4343.0,0.0,0.0
71600.0,198.0,4.0,44.0,27.0,1953.0,1253.0,4272.0,0.0,0.0
71700.0,190.0,2.0,56.0,23.0,1895.0,1430.0,4436.0,0.0,0.0
71800.0,209.0,4.0,60.0,36.0,1728.0,1311.0,4257.0,0.0,0.0
71900.0,188.0,10.0,47.0,40.0,1888.0,1316.0,4320.0,0.0,0.0
72000.0,187.0,5.0,41.0,16.0,2039.0,1414.0,4604.0,0.0,0.0
72100.0,152.0,4.0,44.0,20.0,2059.0,1272.0,4419.0,0.0,0.0
72200.0,177.0,6.0,48.0,19.0,2139.0,1291.0,4564.0,0.0,0.0
72300.0,175.0,1.0,49.0,37.0,2220.0,1423.0,4785.0,0.0,0.0
72400.0,182.0,4.0,38.0,38.0,2200.0,1144.0,4498.0,0.0,0.0
72500.0,188.0,3.0,26.0,31.0,2433.0,1043.0,4632.0,0.0,0.0
72600.0,192.0,7.0,34.0,35.0,2395.0,1043.0,4514.0,0.0,0.0
72700.0,187.0,5.0,44.0,27.0,2420.0,1024.0,4554.0,0.0,0.0
72800.0,197.0,9.0,38.0,29.0,2547.0,919.0,4563.0,0.0,0.0
72900.0,185.0,7.0,15.0,25.0,2581.0,832.0,4524.0,0.0,0.0
73000.0,161.0,7.0,28.0,24.0,2893.0,581.0,4583.0,0.0,0.0
73100.0,168.0,10.0,26.0,26.0,2982.0,547.0,4633.0,0.0,0.0
73200.0,146.0,4.0,30.0,22.0,2924.0,550.0,4553.0,0.0,0.0
73300.0,148.0,5.0,32.0,36.0,2973.0,534.0,4623.0,0.0,0.0
73400.0,207.0,7.0,48.0,39.0,2829.0,554.0,4477.0,0.0,0.0
73500.0,163.0,4.0,28.0,30.0,3055.0,543.0,4733.0,0.0,0.0
73600.0,177.0,3.0,26.0,23.0,2906.0,490.0,4551.0,0.0,0.0
73700.0,163.0,5.0,38.0,18.0,2894.0,545.0,4548.0,0.0,0.0
73800.0,164.0,8.0,31.0,30.0,3076.0,510.0,4608.0,0.0,0.0
73900.0,156.0,2.0,41.0,31.0,3085.0,371.0,4584.0,0.0,0.0
74000.0,174.0,10.0,33.0,34.0,3072.0,315.0,4480.0,0.0,0.0
74100.0,169.0,12.0,34.0,22.0,3114.0,414.0,4630.0,0.0,0.0
74200.0,148.0,5.0,47.0,35.0,3030.0,436.0,4610.0,0.0,0.0
74300.0,163.0,6.0,32.0,30.0,2983.0,450.0,4502.0,0.0,0.0
74400.0,164.0,6.0,40.0,18.0,2956.0,626.0,4730.0,0.0,0.0
74500.0,161.0,8.0,41.0,31.0,2904.0,609.0,4610.0,0.0,0.0
74600.0,165.0,7.0,25.0,28.0,2853.0,572.0,4479.0,0.0,0.0
74700.0,169.0,5.0,33.0,26.0,2615.0,673.0,4418.0,0.0,0.0
74800.0,183.0,2.0,36.0,29.0,2889.0,697.0,4638.0,0.0,0.0
74900.0,153.0,2.0,31.0,35.0,2675.0,789.0,4634.0,0.0,0.0
75000.0,173.0,1.0,28.0,32.0,2571.0,733.0,4529.0,0.0,0.0
75100.0,180.0,1.0,44.0,31.0,2556.0,867.0,4475.0,0.0,0.0
75200.0,142.0,2.0,36.0,31.0,2596.0,726.0,4394.0,0.0,0.0
75300.0,160.0,6.0,34.0,33.0,2724.0,733.0,4537.0,0.0,0.0
75400.0,176.0,9.0,43.0,32.0,2598.0,675.0,4452.0,0.0,0.0
75500.0,161.0,4.0,36.0,33.0,2721.0,744.0,4647.0,0.0,0.0
75600.0,158.0,7.0,50.0,43.0,2661.0,658.0,4471.0,0.0,0.0
75700.0,145.0,11.0,35.0,35.0,2668.0,710.0,4524.0,0.0,0.0
75800.0,155.0,12.0,31.0,28.0,2694.0,680.0,4520.0,0.0,0.0
75900.0,165.0,11.0,31.0,31.0,2694.0,744.0,4628.0,0.0,0.0
76000.0,173.0,12.0,34.0,36.0,2751.0,663.0,4624.0,0.0,0.0
76100.0,170.0,10.0,39.0,28.0,2431.0,803.0,4442.0,0.0,0.0
76200.0,162.0,5.0,32.0,30.0,2687.0,686.0,4588.0,0.0,0.0
76300.0,196.0,7.0,28.0,29.0,2620.0,845.0,4690.0,0.0,0.0
76400.0,190.0,4.0,44.0,32.0,2432.0,937.0,4668.0,0.0,0.0
76500.0,158.0,7.0,29.0,29.0,2514.0,797.0,4526.0,0.0,0.0
76600.0,159.0,9.0,42.0,27.0,2383.0,892.0,4504.0,0.0,0.0
76700.0,178.0,3.0,49.0,39.0,2566.0,815.0,4568.0,0.0,0.0
76800.0,164.0,2.0,35.0,32.0,2501.0,777.0,4410.0,0.0,0.0
76900.0,166.0,9.0,37.0,22.0,2384.0,754.0,4278.0,0.0,0.0
77000.0,172.0,8.0,45.0,34.0,2515.0,848.0,4526.0,0.0,0.0
77100.0,132.0,4.0,27.0,33.0,2449.0,783.0,4428.0,0.0,0.0
77200.0,148.0,6.0,24.0,30.0,2529.0,832.0,4549.0,0.0,0.0
77300.0,151.0,3.0,35.0,17.0,2541.0,821.0,4571.0,0.0,0.0
77400.0,162.0,7.0,32.0,26.0,2568.0,743.0,4514.0,0.0,0.0
77500.0,182.0,9.0,39.0,26.0,2551.0,697.0,4446.0,0.0,0.0
77600.0,173.0,4.0,32.0,20.0,2433.0,762.0,4320.0,0.0,0.0
77700.0,160.0,5.0,28.0,21.0,2513.0,687.0,4339.0,0.0,0.0
77800.0,170.0,4.0,34.0,26.0,2650.0,670.0,4593.0,0.0,0.0
77900.0,179.0,7.0,36.0,34.0,2672.0,697.0,4486.0,0.0,0.0
78000.0,146.0,6.0,23.0,42.0,2706.0,733.0,4533.0,0.0,0.0
78100.0,137.0,4.0,27.0,31.0,2679.0,631.0,4448.0,0.0,0.0
78200.0,155.0,4.0,35.0,39.0,2854.0,640.0,4654.0,0.0,0.0
78300.0,137.0,7.0,32.0,36.0,2759.0,714.0,4601.0,0.0,0.0
78400.0,180.0,6.0,28.0,30.0,2755.0,656.0,4546.0,0.0,0.0
78500.0,153.0,4.0,25.0,28.0,2798.0,501.0,4555.0,0.0,0.0
78600.0,164.0,6.0,40.0,35.0,2923.0,555.0,4688.0,0.0,0.0
78700.0,173.0,10.0,43.0,38.0,2952.0,485.0,4567.0,0.0,0.0
78800.0,170.0,1.0,42.0,37.0,2849.0,442.0,4492.0,0.0,0.0
78900.0,140.0,10.0,33.0,26.0,2714.0,513.0,4339.0,0.0,0.0
79000.0,173.0,8.0,25.0,28.0,2904.0,396.0,4565.0,0.0,0.0
79100.0,145.0,11.0,19.0,32.0,2899.0,464.0,4504.0,0.0,0.0
79200.0,186.0,12.0,28.0,36.0,2937.0,645.0,4715.0,0.0,0.0
79300.0,197.0,10.0,43.0,33.0,2753.0,738.0,4723.0,0.0,0.0
79400.0,172.0,8.0,23.0,52.0,2639.0,727.0,4566.0,0.0,0.0
79500.0,172.0,8.0,46.0,30.0,2625.0,772.0,4507.0,0.0,0.0
79600.0,157.0,11.0,25.0,37.0,2730.0,567.0,4528.0,0.0,0.0
79700.0,179.0,7.0,38.0,38.0,2827.0,578.0,4631.0,0.0,0.0
79800.0,182.0,2.0,25.0,41.0,2790.0,719.0,4750.0,0.0,0.0
79900.0,168.0,5.0,19.0,40.0,2759.0,486.0,4422.0,0.0,0.0
80000.0,177.0,10.0,32.0,41.0,2765.0,555.0,4521.0,0.0,0.0
80100.0,151.0,4.0,29.0,42.0,2697.0,612.0,4561.0,0.0,0.0
80200.0,145.0,6.0,22.0,32.0,2815.0,649.0,4629.0,0.0,0.0
80300.0,167.0,4.0,31.0,31.0,2795.0,620.0,4550.0,0.0,0.0
80400.0,160.0,9.0,33.0,27.0,2656.0,618.0,4391.0,0.0,0.0
80500.0,171.0,15.0,30.0,30.0,2871.0,578.0,4687.0,0.0,0.0
80600.0,151.0,10.0,25.0,28.0,2751.0,569.0,4556.0,0.0,0.0
80700.0,172.0,6.0,32.0,29.0,2800.0,621.0,4624.0,0.0,0.0
80800.0,171.0,8.0,35.0,30.0,2858.0,612.0,4686.0,0.0,0.0
80900.0,161.0,5.0,24.0,41.0,2702.0,728.0,4644.0,0.0,0.0
81000.0,158.0,2.0,34.0,41.0,2478.0,808.0,4568.0,0.0,0.0
81100.0,164.0,2.0,24.0,40.0,2417.0,850.0,4423.0,0.0,0.0
81200.0,172.0,10.0,46.0,47.0,2385.0,987.0,4517.0,0.0,0.0
81300.0,169.0,7.0,48.0,40.0,2354.0,1050.0,4627.0,0.0,0.0
81400.0,181.0,6.0,56.0,20.0,2189.0,1248.0,4648.0,0.0,0.0
81500.0,163.0,7.0,49.0,32.0,2355.0,1342.0,4827.0,0.0,0.0
81600.0,170.0,8.0,36.0,30.0,1975.0,1379.0,4458.0,0.0,0.0
81700.0,185.0,11.0,47.0,24.0,2155.0,1350.0,4626.0,0.0,0.0
81800.0,167.0,7.0,49.0,27.0,1920.0,1380.0,4556.0,0.0,0.0
81900.0,182.0,5.0,38.0,27.0,1997.0,1347.0,4539.0,0.0,0.0
82000.0,143.0,3.0,38.0,35.0,1827.0,1494.0,4444.0,0.0,0.0
82100.0,151.0,8.0,52.0,25.0,2009.0,1389.0,4506.0,0.0,0.0
82200.0,171.0,3.0,47.0,30.0,2024.0,1293.0,4520.0,0.0,0.0
82300.0,163.0,8.0,31.0,17.0,2323.0,1203.0,4637.0,0.0,0.0
82400.0,156.0,4.0,34.0,27.0,2248.0,1307.0,4647.0,0.0,0.0
82500.0,175.0,7.0,23.0,32.0,2160.0,1284.0,4475.0,0.0,0.0
82600.0,160.0,8.0,42.0,32.0,2077.0,1331.0,4495.0,0.0,0.0
82700.0,177.0,12.0,39.0,23.0,2202.0,1355.0,4643.0,0.0,0.0
82800.0,194.0,11.0,34.0,22.0,2338.0,1150.0,4504.0,0.0,0.0
82900.0,181.0,21.0,36.0,38.0,2152.0,1288.0,4522.0,0.0,0.0
83000.0,178.0,5.0,38.0,32.0,2225.0,1119.0,4445.0,0.0,0.0
83100.0,184.0,12.0,40.0,30.0,2278.0,1094.0,4474.0,0.0,0.0
83200.0,178.0,2.0,39.0,24.0,2324.0,1118.0,4525.0,0.0,0.0
83300.0,192.0,2.0,39.0,27.0,2221.0,1105.0,4450.0,0.0,0.0
83400.0,180.0,7.0,47.0,28.0,2415.0,1093.0,4681.0,0.0,0.0
83500.0,170.0,4.0,36.0,20.0,2303.0,989.0,4391.0,0.0,0.0
83600.0,175.0,10.0,25.0,24.0,2460.0,920.0,4521.0,0.0,0.0
83700.0,170.0,5.0,59.0,33.0,2408.0,1008.0,4477.0,0.0,0.0
83800.0,180.0,8.0,33.0,36.0,2416.0,1031.0,4613.0,0.0,0.0
83900.0,198.0,11.0,39.0,30.0,2352.0,970.0,4312.0,0.0,0.0
84000.0,209.0,10.0,25.0,27.0,2397.0,901.0,4464.0,0.0,0.0
84100.0,190.0,14.0,36.0,29.0,2558.0,830.0,4419.0,0.0,0.0
84200.0,207.0,12.0,39.0,29.0,2573.0,821.0,4517.0,0.0,0.0
84300.0,175.0,16.0,41.0,30.0,2603.0,870.0,4606.0,0.0,0.0
84400.0,200.0,12.0,44.0,54.0,2585.0,831.0,4565.0,0.0,0.0
84500.0,192.0,20.0,32.0,38.0,2746.0,681.0,4539.0,0.0,0.0
84600.0,174.0,27.0,24.0,31.0,2861.0,595.0,4493.0,0.0,0.0
84700.0,201.0,16.0,49.0,22.0,2571.0,639.0,4290.0,0.0,0.0
84800.0,180.0,8.0,47.0,36.0,2817.0,592.0,4455.0,0.0,0.0
84900.0,175.0,10.0,37.0,28.0,3016.0,444.0,4503.0,0.0,0.0
85000.0,162.0,16.0,29.0,24.0,2929.0,450.0,4548.0,0.0,0.0
85100.0,179.0,15.0,33.0,30.0,2911.0,435.0,4482.0,0.0,0.0
85200.0,166.0,18.0,31.0,27.0,3015.0,383.0,4534.0,0.0,0.0
85300.0,161.0,20.0,26.0,36.0,3058.0,363.0,4516.0,0.0,0.0
85400.0,172.0,18.0,24.0,25.0,2991.0,437.0,4501.0,0.0,0.0
85500.0,177.0,22.0,33.0,19.0,3105.0,499.0,4778.0,0.0,0.0
85600.0,156.0,16.0,22.0,22.0,3044.0,391.0,4463.0,0.0,0.0
85700.0,181.0,20.0,24.0,34.0,2901.0,596.0,4562.0,0.0,0.0
85800.0,194.0,15.0,38.0,17.0,2874.0,528.0,4468.0,0.0,0.0
85900.0,161.0,18.0,30.0,20.0,2980.0,518.0,4741.0,0.0,0.0
86000.0,138.0,13.0,25.0,28.0,2797.0,623.0,4550.0,0.0,0.0
86100.0,178.0,11.0,25.0,23.0,2777.0,653.0,4485.0,0.0,0.0
86200.0,168.0,4.0,34.0,25.0,2796.0,672.0,4513.0,0.0,0.0
86300.0,165.0,6.0,36.0,30.0,2868.0,499.0,4495.0,0.0,0.0
86400.0,190.0,3.0,20.0,20.0,2942.0,492.0,4504.0,0.0,0.0
86500.0,137.0,7.0,35.0,27.0,2898.0,580.0,4567.0,0.0,0.0
86600.0,163.0,5.0,25.0,29.0,2908.0,538.0,4590.0,0.0,0.0
86700.0,162.0,4.0,29.0,24.0,2869.0,647.0,4669.0,0.0,0.0
86800.0,162.0,7.0,32.0,38.0,2832.0,544.0,4531.0,0.0,0.0
86900.0,172.0,9.0,35.0,23.0,2826.0,634.0,4550.0,0.0,0.0
87000.0,148.0,11.0,25.0,42.0,2815.0,535.0,4473.0,0.0,0.0
87100.0,180.0,5.0,35.0,47.0,2834.0,517.0,4490.0,0.0,0.0
87200.0,189.0,2.0,26.0,37.0,3092.0,462.0,4712.0,0.0,0.0
87300.0,149.0,2.0,22.0,35.0,2947.0,424.0,4472.0,0.0,0.0
87400.0,162.0,2.0,31.0,46.0,2926.0,449.0,4548.0,0.0,0.0
87500.0,157.0,0.0,35.0,35.0,2942.0,505.0,4532.0,0.0,0.0
87600.0,154.0,2.0,28.0,39.0,3012.0,420.0,4555.0,0.0,0.0
87700.0,157.0,3.0,23.0,19.0,2778.0,509.0,4397.0,0.0,0.0
87800.0,172.0,6.0,36.0,24.0,2943.0,434.0,4510.0,0.0,0.0
87900.0,155.0,5.0,27.0,18.0,3043.0,403.0,4488.0,0.0,0.0
88000.0,151.0,7.0,26.0,30.0,2743.0,382.0,4153.0,0.0,0.0
88100.0,188.0,1.0,41.0,28.0,2940.0,361.0,4391.0,0.0,0.0
88200.0,156.0,6.0,16.0,34.0,2958.0,333.0,4361.0,0.0,0.0
88300.0,167.0,3.0,26.0,32.0,3115.0,241.0,4415.0,0.0,0.0
88400.0,138.0,8.0,36.0,25.0,2955.0,262.0,4312.0,0.0,0.0
88500.0,148.0,3.0,45.0,26.0,2955.0,248.0,4314.0,0.0,0.0
88600.0,155.0,13.0,38.0,45.0,2917.0,317.0,4260.0,0.0,0.0
88700.0,169.0,5.0,23.0,37.0,2792.0,327.0,4173.0,0.0,0.0
88800.0,170.0,7.0,29.0,37.0,2954.0,325.0,4405.0,0.0,0.0
88900.0,153.0,8.0,32.0,43.0,2852.0,307.0,4328.0,0.0,0.0
89000.0,179.0,2.0,30.0,38.0,3011.0,436.0,4512.0,0.0,0.0
89100.0,166.0,6.0,21.0,32.0,3110.0,375.0,4621.0,0.0,0.0
89200.0,154.0,6.0,36.0,23.0,3031.0,256.0,4304.0,0.0,0.0
89300.0,155.0,10.0,33.0,42.0,3034.0,247.0,4341.0,0.0,0.0
89400.0,157.0,7.0,23.0,38.0,3271.0,207.0,4509.0,0.0,0.0
89500.0,166.0,5.0,29.0,25.0,2935.0,284.0,4298.0,0.0,0.0
89600.0,154.0,6.0,26.0,25.0,3076.0,298.0,4472.0,0.0,0.0
89700.0,140.0,11.0,21.0,28.0,3051.0,208.0,4328.0,0.0,0.0
89800.0,190.0,16.0,21.0,24.0,3074.0,237.0,4399.0,0.0,0.0
89900.0,175.0,42.0,27.0,17.0,3230.0,201.0,4514.0,0.0,0.0
90000.0,183.0,7.0,17.0,23.0,3214.0,217.0,4511.0,0.0,0.0
90100.0,157.0,5.0,17.0,29.0,3196.0,188.0,4523.0,0.0,0.0
90200.0,168.0,7.0,25.0,34.0,3251.0,184.0,4569.0,0.0,0.0
90300.0,174.0,7.0,32.0,23.0,3217.0,278.0,4577.0,0.0,0.0
90400.0,128.0,11.0,19.0,27.0,3233.0,224.0,4502.0,0.0,0.0
90500.0,137.0,9.0,26.0,27.0,3318.0,212.0,4555.0,0.0,0.0
90600.0,165.0,6.0,31.0,30.0,3314.0,169.0,4571.0,0.0,0.0
90700.0,170.0,15.0,35.0,29.0,3170.0,194.0,4350.0,0.0,0.0
90800.0,161.0,6.0,28.0,32.0,3043.0,274.0,4392.0,0.0,0.0
90900.0,176.0,10.0,27.0,26.0,3063.0,241.0,4372.0,0.0,0.0
91000.0,177.0,5.0,22.0,41.0,3068.0,274.0,4438.0,0.0,0.0
91100.0,152.0,4.0,28.0,23.0,2972.0,253.0,4358.0,0.0,0.0
91200.0,179.0,3.0,21.0,19.0,3225.0,266.0,4606.0,0.0,0.0
91300.0,160.0,7.0,30.0,21.0,3167.0,291.0,4564.0,0.0,0.0
91400.0,153.0,9.0,32.0,30.0,3154.0,246.0,4444.0,0.0,0.0
91500.0,182.0,16.0,21.0,21.0,3119.0,227.0,4362.0,0.0,0.0
91600.0,169.0,12.0,24.0,24.0,3076.0,174.0,4352.0,0.0,0.0
91700.0,164.0,6.0,21.0,20.0,3000.0,286.0,4376.0,0.0,0.0
91800.0,187.0,7.0,30.0,16.0,2860.0,375.0,4285.0,0.0,0.0
91900.0,163.0,15.0,25.0,17.0,3047.0,260.0,4391.0,0.0,0.0
92000.0,172.0,12.0,33.0,21.0,3046.0,253.0,4337.0,0.0,0.0
92100.0,155.0,9.0,45.0,21.0,3229.0,267.0,4630.0,0.0,0.0
92200.0,187.0,10.0,25.0,31.0,3246.0,227.0,4653.0,0.0,0.0
92300.0,159.0,1.0,25.0,19.0,3196.0,205.0,4517.0,0.0,0.0
92400.0,152.0,2.0,17.0,23.0,3000.0,319.0,4438.0,0.0,0.0
92500.0,153.0,6.0,25.0,32.0,3043.0,338.0,4416.0,0.0,0.0
92600.0,145.0,18.0,35.0,15.0,3119.0,325.0,4552.0,0.0,0.0
92700.0,148.0,15.0,35.0,23.0,2979.0,398.0,4396.0,0.0,0.0
92800.0,138.0,13.0,25.0,30.0,2807.0,474.0,4386.0,0.0,0.0
92900.0,168.0,9.0,24.0,31.0,2831.0,459.0,4505.0,0.0,0.0
93000.0,180.0,6.0,23.0,20.0,2848.0,428.0,4352.0,0.0,0.0
93100.0,165.0,7.0,30.0,19.0,3076.0,324.0,4496.0,0.0,0.0
93200.0,189.0,12.0,29.0,24.0,2922.0,408.0,4438.0,0.0,0.0
93300.0,155.0,5.0,27.0,23.0,2973.0,479.0,4560.0,0.0,0.0
93400.0,184.0,1.0,28.0,22.0,2893.0,477.0,4465.0,0.0,0.0
93500.0,150.0,7.0,23.0,29.0,2879.0,435.0,4388.0,0.0,0.0
93600.0,159.0,7.0,24.0,24.0,2899.0,456.0,4413.0,0.0,0.0
93700.0,199.0,7.0,26.0,28.0,2781.0,458.0,4298.0,0.0,0.0
93800.0,177.0,4.0,28.0,30.0,2810.0,588.0,4437.0,0.0,0.0
93900.0,172.0,1.0,43.0,32.0,2846.0,673.0,4537.0,0.0,0.0
94000.0,206.0,6.0,42.0,28.0,2753.0,684.0,4544.0,0.0,0.0
94100.0,175.0,9.0,35.0,23.0,2743.0,658.0,4528.0,0.0,0.0
94200.0,196.0,4.0,30.0,32.0,2679.0,719.0,4485.0,0.0,0.0
94300.0,201.0,4.0,31.0,27.0,2713.0,703.0,4487.0,0.0,0.0
94400.0,182.0,6.0,40.0,25.0,2676.0,725.0,4516.0,0.0,0.0
94500.0,180.0,3.0,40.0,26.0,2667.0,699.0,4494.0,0.0,0.0
94600.0,159.0,7.0,37.0,22.0,3036.0,609.0,4697.0,0.0,0.0
94700.0,146.0,4.0,29.0,21.0,2753.0,620.0,4476.0,0.0,0.0
94800.0,163.0,4.0,39.0,29.0,2720.0,702.0,4509.0,0.0,0.0
94900.0,153.0,7.0,24.0,32.0,2701.0,558.0,4430.0,0.0,0.0
95000.0,161.0,5.0,39.0,24.0,2765.0,588.0,4476.0,0.0,0.0
95100.0,167.0,6.0,33.0,29.0,2939.0,558.0,4618.0,0.0,0.0
95200.0,153.0,9.0,43.0,30.0,3109.0,436.0,4749.0,0.0,0.0
95300.0,156.0,10.0,41.0,28.0,3023.0,426.0,4544.0,0.0,0.0
95400.0,143.0,1.0,40.0,22.0,2970.0,442.0,4437.0,0.0,0.0
95500.0,154.0,6.0,29.0,18.0,3070.0,308.0,4453.0,0.0,0.0
95600.0,125.0,2.0,23.0,24.0,3162.0,346.0,4605.0,0.0,0.0
95700.0,173.0,1.0,24.0,31.0,2983.0,465.0,4575.0,0.0,0.0
